iter	RMSE
358	0.01376417458
359	0.01375960513
360	0.01375321553
361	0.01374867245
362	0.013743688
363	0.01373925073
364	0.01373507729
365	0.01372812293
366	0.01372404501
367	0.01371966152
368	0.01371071738
369	0.01370255486
370	0.01369655705
371	0.01369116338
372	0.01368647626
373	0.01368016585
374	0.01367399945
375	0.01367332374
376	0.01366922006
377	0.01366489923
378	0.01365940937
379	0.01365402643
380	0.01364622215
381	0.01364088155
382	0.01363585203
383	0.01363043759
384	0.01362506643
385	0.013622035
386	0.0136166588
387	0.013610526
388	0.01360411624
389	0.01359944413
390	0.01359461473
391	0.01358733779
392	0.01358330627
393	0.0135780379
394	0.01357221401
395	0.01356927738
396	0.01356597526
397	0.01355957938
398	0.01355027669
399	0.01354467649
400	0.0135397981
401	0.01353266158
402	0.01352932567
403	0.01352503265
404	0.01352079769
405	0.01351444979
406	0.01351180706
407	0.01350673888
408	0.01350293202
409	0.01349903789
410	0.01349468258
411	0.01348846428
412	0.01348358015
413	0.01347618386
414	0.01347046397
415	0.01346591576
416	0.01346258693
417	0.01345789918
418	0.01345358051
419	0.01344401316
420	0.01344184011
421	0.01343775872
422	0.01343482843
423	0.01343133455
424	0.01342747883
425	0.01342490217
426	0.01342077748
427	0.01341738614
428	0.01341230539
429	0.01340979452
430	0.01340353342
431	0.01339765254
432	0.0133936133
433	0.01338994154
434	0.01338603896
435	0.01338252996
436	0.01337882948
437	0.01337376978
438	0.01336949357
439	0.01336677968
440	0.01336172941
441	0.01335435842
442	0.01334954371
443	0.01334646808
444	0.01334264181
445	0.01333799602
446	0.01333408699
447	0.01333008735
448	0.01332492151
449	0.01331796388
450	0.01331563688
451	0.01331143342
452	0.01330698228
453	0.01330286009
454	0.01330023347
455	0.01329592243
456	0.01329257779
457	0.01328876951
458	0.0132861265
459	0.01328177288
460	0.01327581583
461	0.01327331397
462	0.01326998577
463	0.0132638727
464	0.01325754803
465	0.01325532784
466	0.01325096398
467	0.01324679405
468	0.01324157404
469	0.01323639583
470	0.01323371362
471	0.01323050247
472	0.01322735173
473	0.01322099183
474	0.01321549309
475	0.01321291389
476	0.01320937825
477	0.01320634384
478	0.01320362987
479	0.01320064734
480	0.01319837407
481	0.01319316642
482	0.0131905204
483	0.01318651121
484	0.01318105521
485	0.01317666993
486	0.01317170993
487	0.0131687427
488	0.01316501835
489	0.01315993557
490	0.01315597387
491	0.01315173285
492	0.01314596029
493	0.01313902452
494	0.01313559117
495	0.0131303435
496	0.01312555705
497	0.01312221844
498	0.01311981671
499	0.01311566925
500	0.01311087996
501	0.01310656728
502	0.01310318362
503	0.013099647
504	0.0130968317
505	0.01309182981
506	0.01308945123
507	0.01308604054
508	0.01308381356
509	0.01307937263
510	0.01307535871
511	0.01307127075
512	0.01306658935
513	0.01306429051
514	0.01306117588
515	0.01305789882
516	0.01305521813
517	0.01304675696
518	0.0130420194
519	0.01303942662
520	0.01303478476
521	0.0130320617
522	0.01302941806
523	0.01302681244
524	0.01302406449
525	0.01302031
526	0.01301625828
527	0.01301438261
528	0.01301138971
529	0.01300762498
530	0.01300342168
531	0.01299984218
532	0.01299746516
533	0.01298973509
534	0.01298680348
535	0.01298279837
536	0.01298018533
537	0.01297728389
538	0.01297358831
539	0.01296780815
540	0.01296512829
541	0.01295879084
542	0.0129564843
543	0.01295380611
544	0.01295094864
545	0.01294745596
546	0.01294458979
547	0.01294163342
548	0.01293711051
549	0.01293326358
550	0.01293050173
551	0.01292589999
552	0.01292309948
553	0.01292041898
554	0.012917841
555	0.01291198998
556	0.01290644325
557	0.01290312393
558	0.01290108624
559	0.01289678772
560	0.01289322168
561	0.01289051968
562	0.01288610216
563	0.01288007899
564	0.01287696042
565	0.01287353655
566	0.01287156623
567	0.01286864946
568	0.01286630779
569	0.01286327934
570	0.01285878204
571	0.01285674364
572	0.01285339063
573	0.01284922265
574	0.01284566363
575	0.01284149886
576	0.01283689635
577	0.01283267002
578	0.01283064373
579	0.01282533558
580	0.0128227757
581	0.01282054089
582	0.01281609503
583	0.01281267684
584	0.01280934881
585	0.01280652823
586	0.01280328793
587	0.01279943043
588	0.01279656643
589	0.01279360439
590	0.01279172206
591	0.01278864775
592	0.01278534488
593	0.01278297102
594	0.01277954322
595	0.01277488126
596	0.01277267431
597	0.012769517
598	0.01276729651
599	0.01276556679
600	0.01276312633
601	0.01275676871
602	0.01275441706
603	0.01275190725
604	0.01274897123
605	0.01274557124
606	0.01274224022
607	0.01273746488
608	0.01273418747
609	0.01273014109
610	0.01272685474
611	0.01272253266
612	0.01272019677
613	0.01271699245
614	0.01271338461
615	0.01271125218
616	0.01270744247
617	0.01270509672
618	0.01270228371
619	0.01269989179
620	0.01269718446
621	0.01269447511
622	0.01269149639
623	0.01268907574
624	0.01268657735
625	0.01268263478
626	0.0126796927
627	0.01267677831
628	0.01267267035
629	0.01267004194
630	0.01266658826
631	0.0126647643
632	0.01266059408
633	0.0126564966
634	0.0126541266
635	0.0126509988
636	0.01264826043
637	0.01264605975
638	0.0126436251
639	0.01264198914
640	0.01263955853
641	0.01263602054
642	0.01263196952
643	0.01263017602
644	0.0126277376
645	0.01262416631
646	0.01262137334
647	0.01261878053
648	0.01261555988
649	0.01261187777
650	0.01260938683
651	0.01260612545
652	0.01260381176
653	0.01259956649
654	0.01259732371
655	0.01259524107
656	0.01259180854
657	0.01258715393
658	0.01258378211
659	0.01258110488
660	0.01257794986
661	0.01257506831
662	0.01257272757
663	0.01257004715
664	0.01256878115
665	0.01256661804
666	0.01256371249
667	0.01256097235
668	0.01255656646
669	0.01255420223
670	0.01255115017
671	0.01254836593
672	0.0125452379
673	0.01254128893
674	0.01253746919
675	0.01253459685
676	0.01253240376
677	0.01253014885
678	0.01252846301
679	0.0125249946
680	0.01252197209
681	0.0125182878
682	0.01251439237
683	0.01251127482
684	0.01250661926
685	0.012502226
686	0.01249947488
687	0.01249651997
688	0.01249274436
689	0.01249093585
690	0.01248822761
691	0.01248419783
692	0.0124814672
693	0.01247820577
694	0.01247532822
695	0.01247198977
696	0.01246956353
697	0.01246556902
698	0.01246294501
699	0.01245995943
700	0.0124563533
701	0.01245437769
702	0.01244942884
703	0.01244753951
704	0.01244515816
705	0.01244255389
706	0.01244073319
707	0.01243658551
708	0.01243206505
709	0.01242965084
710	0.01242503278
711	0.0124230734
712	0.01242055506
713	0.01241869411
714	0.01241586393
715	0.01241437542
716	0.01241218314
717	0.01240901712
718	0.01240518307
719	0.01240262403
720	0.01240091011
721	0.01239824282
722	0.01239590018
723	0.01239340623
724	0.01239156436
725	0.01238839285
726	0.01238579283
727	0.01238292859
728	0.01238046699
729	0.01237789919
730	0.01237539037
731	0.01237320045
732	0.0123711637
733	0.01236694109
734	0.01236515265
735	0.01236252866
736	0.01235886364
737	0.0123564861
738	0.01235424043
739	0.01235163924
740	0.01234695372
741	0.0123439333
742	0.01234272532
743	0.01234094859
744	0.01233853534
745	0.01233610511
746	0.01233241493
747	0.01232761323
748	0.0123254592
749	0.01232116893
750	0.01231512034
751	0.01231173901
752	0.01230933489
753	0.01230615672
754	0.01230194044
755	0.01229921394
756	0.01229530413
757	0.01229298804
758	0.01229135567
759	0.01228926294
760	0.01228665554
761	0.01228441771
762	0.01228235441
763	0.01227928905
764	0.01227784649
765	0.01227517746
766	0.01227043514
767	0.01226840119
768	0.01226610156
769	0.01226461872
770	0.01226260537
771	0.01225589038
772	0.01225375354
773	0.01224955504
774	0.0122481571
775	0.01224615691
776	0.0122438197
777	0.01224211477
778	0.01223947291
779	0.01223644506
780	0.01223349726
781	0.01223128276
782	0.01223019996
783	0.01222781057
784	0.01222563093
785	0.01222253992
786	0.01221966376
787	0.01221663255
788	0.0122141113
789	0.01221168077
790	0.01220908781
791	0.01220651179
792	0.01220333442
793	0.01220106664
794	0.01219897105
795	0.01219732356
796	0.01219415818
797	0.01219357846
798	0.01219227131
799	0.01219030524
800	0.0121889159
801	0.01218595275
802	0.01218434549
803	0.01218134608
804	0.0121794313
805	0.01217769596
806	0.01217527097
807	0.01217305779
808	0.01217052471
809	0.01216782295
810	0.01216625756
811	0.0121635148
812	0.01216122787
813	0.01215977545
814	0.01215818771
815	0.01215629705
816	0.01215480566
817	0.01215299793
818	0.01215155073
819	0.0121489528
820	0.01214693767
821	0.01214467126
822	0.01214303582
823	0.01214018511
824	0.01213657312
825	0.01213426023
826	0.01213191667
827	0.0121301846
828	0.01212742241
829	0.0121245111
830	0.01212314338
831	0.01212148527
832	0.01211986516
833	0.01211807226
834	0.01211633994
835	0.01211454613
836	0.01211160349
837	0.01211056617
838	0.01210783445
839	0.01210603863
840	0.0121041546
841	0.01210136611
842	0.01209959547
843	0.01209736353
844	0.01209549317
845	0.01209419114
846	0.01209232644
847	0.01209038379
848	0.01208500558
849	0.01208360109
850	0.01208196709
851	0.01207916086
852	0.0120768254
853	0.01207523316
854	0.01207393769
855	0.01207078079
856	0.01206748891
857	0.01206618773
858	0.01206458536
859	0.01206173895
860	0.01206081285
861	0.01205918307
862	0.01205740137
863	0.0120555491
864	0.01205393932
865	0.01205042894
866	0.01204814996
867	0.01204617077
868	0.01204325483
869	0.01203939569
870	0.01203699097
871	0.01203422172
872	0.01203262641
873	0.01202942261
874	0.01202755006
875	0.01202555159
876	0.01202306459
877	0.0120209951
878	0.01202004581
879	0.01201683453
880	0.01201447867
881	0.01201275755
882	0.01200785906
883	0.01200624038
884	0.01200483578
885	0.01200260792
886	0.01200111242
887	0.01199913254
888	0.01199634129
889	0.01199388364
890	0.01199184726
891	0.01198951572
892	0.01198778805
893	0.01198641233
894	0.01198480939
895	0.01198371874
896	0.01198208611
897	0.01198036159
898	0.01197832035
899	0.01197631981
900	0.01197506832
901	0.01197319029
902	0.01197073251
903	0.01196835044
904	0.01196606201
905	0.01196345453
906	0.01196099281
907	0.01195844006
908	0.01195624723
909	0.01195430849
910	0.01195212851
911	0.01194896957
912	0.0119455217
913	0.01194290081
914	0.01194005814
915	0.01193851895
916	0.01193595061
917	0.01193386703
918	0.01193327337
919	0.01193166334
920	0.01193026691
921	0.0119283679
922	0.01192439532
923	0.01192260425
924	0.01192215721
925	0.01192072704
926	0.01191955905
927	0.01191758226
928	0.0119147529
929	0.01191303779
930	0.01190880183
931	0.01190698957
932	0.01190553888
933	0.01190413581
934	0.01190145605
935	0.01190003464
936	0.01189762751
937	0.01189543052
938	0.01189305921
939	0.01189193471
940	0.01188906122
941	0.01188682896
942	0.01188541333
943	0.01188425401
944	0.01188144366
945	0.01187948303
946	0.01187680728
947	0.01187547271
948	0.01187041839
949	0.01186814214
950	0.01186617052
951	0.01186440713
952	0.01186104149
953	0.01185900762
954	0.01185738773
955	0.01185546318
956	0.01185403114
957	0.01185259258
958	0.01185015353
959	0.0118487395
960	0.01184742001
961	0.01184503213
962	0.01184187085
963	0.01184150717
964	0.01184002689
965	0.01183770463
966	0.01183584461
967	0.01183414721
968	0.01183257092
969	0.0118303966
970	0.01182913858
971	0.01182652035
972	0.01182536639
973	0.01182197507
974	0.01182027709
975	0.01181852484
976	0.01181701516
977	0.01181635404
978	0.01181394805
979	0.01181203956
980	0.01181168326
981	0.01180968624
982	0.01180862513
983	0.01180649192
984	0.0118051431
985	0.01180356722
986	0.01180349989
987	0.01180045724
988	0.01179929403
989	0.01179776036
990	0.01179647803
991	0.01179516259
992	0.01179086248
993	0.01178859756
994	0.01178655854
995	0.01178417158
996	0.01178227334
997	0.01178094697
998	0.01177890874
999	0.01177740061

999	0.01179233289
